"prompt","completion"
"""
 That's really stupid (no wonder I can never remember) !!  Thanks,  (Talk) "" ->"," toxic"
"Well, look at it now. Now it should be fine with you, right, fucking faggot? ->"," obscene"
"Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 

Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 

Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 

Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 

Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 
Notrhbysouthbanof sucks cocks 

Anthony Bradbury sucks cock and eats shit, ->"," severe"
"""

To User:Rdos

Maybe the people here have been too polite to tell you, but you are a complete fucking crank.  Claiming that you have Asperger syndrome without an official diagnosis is insulting to those who actually have the condition.  You're probably a schizophrenic who just won't face the truth.  Your """"Aspie-Quiz"""" is total bullshit.  You are not a professional in the field, and to pretend that you are is pretentious and playing on the hopes of people who may actually be suffering from Asperger syndrome.  I would like to see you leave Wikipedia, have all print and digital evidence of your stupid quiz destroyed under an iron boot, and see you beaten until you literally shit on yourself, you stupid fucking cunt.  You think you're part Neanderthal?  Well, I think you're 100% moron.  Claiming that you're part Neanderthal isn't going to explain away your social ineptitude, your sexual perversion, and your insistence on some of the most ridiculous crank theories ever devised.  I read that garbage on your website about having your baby taken away by the Swedish authorities.  If that did indeed happen, it's because you're a child molester, or a psychotic.  You need to quit harassing the people here with Asperger's with your psychotic ideas.  Go choke yourself with an oversized dildo and save the world your insufferable presence.  "" ->"," obscene"
"Racial Slur 
You made an extreme racial slur on this edit comment: 
I think an apology is in order, this remark was HIGHLY offensive and TOTALLY uncalled for. ->"," none"
"PENIS DOODLE IN YOUR EAR AND ALL YOUR MUTTS ->"," toxic"
"You are a fucking Nazi... 

Everything I wrote on my page was well written and factual.  You are obviously a racist Nazi Jew. ->"," severe"
"Shut up. I'm going to rape your sister ->"," threat"
"FUK-U DANIEL CASE AND KATIE DUM BICH ->"," obscene"
"do as you say faggot. you're talkin shit about me so now i am about you ->"," identity"
"Just another white supremacist dog. 'nuff said.

Only a motherfucker shoots prisoners. ->"," obscene"
"ya mum 

fucks ya ->"," toxic"
"For what you did and wrote about me, you are a twat of the highest order: David Bret. Furthermore, if we ever meet face to face I will punch your fucking lights out. ->"," threat"
"U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA  

U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA U R N IDIOT HAHAHAHAHAHAHAHAHAHAHAHAHA ->"," severe"
"""

 Kill yourself 

I mean just look at you you fucking faggot. You're Indian. You lose. Kill yourself. With love Swagfuckingtastic.

  
"" ->"," severe"
"I'm gonna fuck you up sand niger! ->"," severe"
"fucking 

faggot

hopefully somone rapes or eats you soon you fucking idiot ->"," toxic"
"No  problems. If   says he wants to  reference it  he probably  will  but  I  couldn't find any  substantial  sources beyond the IMDB mention. ->"," none"
"Also, I burn jews for fun. ->"," threat"
"Hellooooo did you read my message? 117.194.231.8   User:Rajmaan ->"," none"
"AGAIN
YOU ARE ALL N3GROS, YAH I AM GOING TO HAVE S3X WITH YOU NEGROS, YOU CAN GO ON YOUR MAMA BR3AST AND, N3GROS USERS LIKE MCDONALD AND AREASEVEN SNJONES, YOU CAN GO TO JAIL WITHOUT HUNGER. YAH YAH YAH N3GROS. ->"," identity"
"you're hot 

i will rape you ;) ->"," threat"
"I AM SO SCARED!!!  PLEASE DON'T BLOCK ME FROM EDITING!  I DON'T KNOW WHAT I'LL DO IF I CAN'T EDIT ARTICLES!  (Actually, this was a sarcastic response to your bullshit warning, you stupid asswipe.  Like I really give a shit.  Block me, you stupid fuck.) ->"," insult"
"""

wow such little effort
he """"designed"""" squat, just added an extra star like 1.5k other people at the same time."" ->"," none"
"tide rolls is a fucking moron he needs to go to HELL ->"," severe"
"Hello, you disgusting transsexual. 

You are a grotesque blight upon the earth. Please kill yourself. ->"," obscene"
"Eric W.Bragg's Surrealism: SIDEWALK STAINS

In my lifetime, I have seen some of the most stupidest crap that my eyes have unfortunately seen! However, this tops them all, Eric W.Bragg presents, SIDEWALK STAINS! (I am not making this up):

http://www.surrealcoconut.com/surrealism_gallery/Found_Objects/stain.html

In the meantime, call Sanitation Enforcement to clean these disgusting sidewalks and then call the police to have Bragg locked up! ->"," toxic"
"bollocks to this you ignorant cunt. ->"," obscene"
"""

Gurch is...an interesting fellow.  Just don't take his comments to heart, but take his advice on board 1 Talk/ "" ->"," none"
"""
The """"warning"""" is such bullshit. I don't give a fuck if you log my IP, all I did was go to a website, which is NOT a crime. They can kiss my ass. 68.63.22.223  "" ->"," toxic"
"LOWLIFE 
You sick b@stard! ->"," toxic"
"Stop blocking my usernames 

I am the username vandal. If you don't stop blocking my usernames I will find out where you live and hit you with railway sleepers. 213.205.234.222 ->"," toxic"
"OI 

just cos I made an edit you dont like dont call me a fucking vandal assume good faith jerkass!! Im sorry I put a name JR called Paul Bearer a lot as a nickname some serious fucking vandlism right? WRONG!? if it isnt a nickname then its just a damn mistake not vandlism so dont you EVER call me a vandle punk ass bitch ->"," identity"
""", 22 April 2015 (UTC)
 On the contrary, I think, those """"rubbish"""" sources are specifically crucial for reducing such biases as espoused by likes of you! Self-centered, self-satisfied Zionist/US imperialist apologists who dismiss as """"rubbish"""" whatever POV that doesn't reaffirm their deeply entrenched prejudices!   16:35"" ->"," none"
"wekepedia is full of racist pigs who delete all work done by other races unless we print what racist pigs want to hear. ->"," insult"
"NIGHTSTALLIONS FIANCE GOT FUCKED BY A NIGGER AND HAD HIS BABY AND IT SMELLED OF FRIED CHICKEN ->"," obscene"
"Jéské Couriano  is a stupid faggot!!!! 

Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!! ->"," identity"
